"name","engine_source","deck_import_eligible","engine_status","semantic_class","mana_cost","type_line","color_identity","oracle_id","source_name","source_match","in_comparison_universe","source_commander_legality","source_games"
"Shoreline Raider","oracle-0089","true","certified","creature-template","{2}{U}","Creature — Merfolk","U","79dcc432-e8f5-4f2b-bff8-5ae964714666","Shoreline Raider","oracle-id","true","legal","paper,mtgo"
"Shoreline Ranger","oracle-0042","true","certified","creature-template","{5}{U}","Creature — Bird Soldier Ranger","U","606fbf99-d3e3-4131-b991-3cb71c003834","Shoreline Ranger","oracle-id","true","legal","paper,mtgo"
"Shoreline Salvager","oracle-0061","true","certified","creature-template","{3}{B}","Creature — Surrakar","B","02c08d0b-0d76-4533-a7e9-d40c7c4b3450","Shoreline Salvager","oracle-id","true","legal","paper,mtgo"
"Short Bow","oracle-0022","true","certified","equipment-template","{2}","Artifact — Equipment","","ce5f5ff9-13f7-41eb-ada0-7f73de42acef","Short Bow","oracle-id","true","legal","paper,mtgo,arena"
"Short Circuit","oracle-0165","true","certified","aura-template","{1}{U}","Enchantment — Aura","U","5ea0e3a5-9c38-4da4-98a6-41c14be512d9","Short Circuit","oracle-id","true","legal","paper,mtgo,arena"
"Short Sword","oracle-0022","true","certified","equipment-template","{1}","Artifact — Equipment","","e842a4e5-ea0b-43ae-9ed8-93e30f4e7b8a","Short Sword","oracle-id","true","legal","arena,paper,mtgo"
"Shortcut to Mushrooms","oracle-0153","true","certified","enchantment-template","{1}{G}","Enchantment","G","2dc6637a-0b51-462b-9f18-571146bb4558","Shortcut to Mushrooms","oracle-id","true","legal","paper,mtgo,arena"
"Shoulder to Shoulder","oracle-0119","true","certified","spell-template","{2}{W}","Sorcery","W","4ffa7cc8-4774-430d-b898-5bd26366e124","Shoulder to Shoulder","oracle-id","true","legal","paper"
"Shoving Match","oracle-0119","true","certified","spell-template","{2}{U}","Instant","U","1ef07ae5-3b04-45c8-a080-852b84da4fef","Shoving Match","oracle-id","true","legal","paper,mtgo"
"Show of Valor","oracle-0011","true","certified","spell-template","{1}{W}","Instant","W","9645c1cb-2305-4bc0-89d0-a50815e91573","Show of Valor","oracle-id","true","legal","arena,paper,mtgo"
"Showdown of the Skalds","oracle-0162","true","certified","permanent-template","{2}{R}{W}","Enchantment — Saga","RW","6107f9aa-3373-4166-b4b8-a26fd6d69c72","Showdown of the Skalds","oracle-id","true","legal","arena,paper,mtgo"
"Shower of Arrows","oracle-0089","true","certified","spell-template","{2}{G}","Instant","G","efcbca5a-743c-4b16-a7cf-b07335b31ced","Shower of Arrows","oracle-id","true","legal","paper,arena,mtgo"
"Shower of Sparks","oracle-0142","true","certified","spell-template","{R}","Instant","R","a43500ed-4aa6-49de-8a6e-a1781301b108","Shower of Sparks","oracle-id","true","legal","paper,mtgo"
"Showstopper","oracle-0119","true","certified","spell-template","{1}{B}{R}","Instant","BR","0441a901-31ce-419f-a898-e9a9ad4ab351","Showstopper","oracle-id","true","legal","paper,mtgo"
"Shrapnel Blast","oracle-0042","true","certified","spell-v4-template","{1}{R}","Instant","R","d3c623f3-c7c9-47c0-8096-6dee3267baff","Shrapnel Blast","oracle-id","true","legal","paper"
"Shrapnel Slinger","oracle-0119","true","certified","creature-template","{1}{R}","Artifact Creature — Phyrexian Beast","R","b400536c-ea8b-4237-90da-1d3ac139881d","Shrapnel Slinger","oracle-id","true","legal","paper,arena,mtgo"
"Shredded Sails","oracle-0089","true","certified","spell-template","{1}{R}","Instant","R","ea908d2d-d443-4385-a71a-ebb00938cd57","Shredded Sails","oracle-id","true","legal","arena,paper,mtgo"
"Shredder's Armor","oracle-0163","true","certified","equipment-template","{1}{B}","Artifact — Equipment","B","bda5d0aa-3ed0-4f8c-80ae-f9cb8ed0ac82","Shredder's Armor","oracle-id","true","legal","paper,arena,mtgo"
"Shredder's Revenge","oracle-0119","true","certified","spell-template","{2}{B}","Sorcery","B","5dd31fcd-72db-4daf-b127-ceb27bf25a94","Shredder's Revenge","oracle-id","true","legal","paper,arena,mtgo"
"Shredder, Shadow Master","legacy","true","certified-legacy","manual","{3}{B}{B}","Legendary Creature — Human Ninja","B","ee82947d-1cf0-4c53-84d4-81f81c6201ee","Shredder, Shadow Master","canonical-name","true","legal","paper,arena,mtgo"
"Shredder, Unrelenting","oracle-0159","true","certified","creature-template","{4}{B}","Legendary Creature — Human Ninja","B","59d96fc0-6580-43c2-8c6a-dcf983644561","Shredder, Unrelenting","oracle-id","true","legal","paper,arena,mtgo"
"Shredding Winds","oracle-0061","true","certified","spell-template","{2}{G}","Instant","G","9f914186-082e-4a85-a1cc-e9788074637b","Shredding Winds","oracle-id","true","legal","paper,mtgo"
"Shrewd Hatchling","oracle-0172","true","certified","creature-template","{3}{U/R}","Creature — Elemental","RU","011371f0-a7f1-47a5-9883-22a14cfe4de9","Shrewd Hatchling","oracle-id","true","legal","paper,mtgo"
"Shrewd Storyteller","oracle-0158","true","certified","creature-template","{1}{G}{W}","Creature — Human Survivor","GW","ec238819-81f6-4904-922d-298a17cbac7e","Shrewd Storyteller","oracle-id","true","legal","paper,mtgo,arena"
"Shriek Raptor","oracle-0042","true","certified","creature-template","{3}{W}{W}","Creature — Phyrexian Bird","W","426bfd00-e727-49f4-be2d-df5289d2cc61","Shriek Raptor","oracle-id","true","legal","paper,mtgo"
"Shriek of Dread","oracle-0089","true","certified","spell-template","{1}{B}","Instant","B","ee5a4902-f993-4fe6-92da-38636962c558","Shriek of Dread","oracle-id","true","legal","paper,mtgo"
"Shriekdiver","oracle-0022","true","certified","creature-template","{2}{B}","Creature — Zombie Bird Warrior","B","f51e1660-e1c8-4122-8c43-321c820a1fc1","Shriekdiver","oracle-id","true","legal","arena,paper,mtgo"
"Shriekgeist","oracle-0089","true","certified","creature-template","{1}{U}","Creature — Spirit","U","e8dd4341-e7e5-49f7-b173-e4c3195e3334","Shriekgeist","oracle-id","true","legal","paper,mtgo"
"Shriekhorn","oracle-0089","true","certified","artifact-template","{1}","Artifact","","571c1923-790f-48b7-86d2-70c3e79fdba3","Shriekhorn","oracle-id","true","legal","paper,mtgo"
"Shrieking Drake","oracle-0089","true","certified","creature-template","{U}","Creature — Drake","U","2a8e14be-6f93-428d-a204-e2399dc93797","Shrieking Drake","oracle-id","true","legal","paper,mtgo,arena"
"Shrieking Grotesque","oracle-0119","true","certified","creature-template","{2}{W}","Creature — Gargoyle","BW","20c8b03c-303d-4e19-96ec-3fabae843352","Shrieking Grotesque","oracle-id","true","legal","paper,mtgo"
"Shrieking Mogg","oracle-0089","true","certified","creature-template","{1}{R}","Creature — Goblin","R","088a63d4-22d2-4061-8aef-2aa3fc348639","Shrieking Mogg","oracle-id","true","legal","paper,mtgo"
"Shriekmaw","legacy","true","certified-legacy","manual","{4}{B}","Creature — Elemental","B","717bbb9d-0a5b-4979-a24b-9d54aac7657a","Shriekmaw","canonical-name","true","legal","paper,mtgo"
"Shrike Force","oracle-0011","true","certified","keyword-only","{2}{W}","Creature — Bird Knight","W","d014b02f-a8b8-4b97-96e0-f588792069f0","Shrike Force","oracle-id","true","legal","paper,mtgo,arena"
"Shrike Harpy","oracle-0176","true","certified","creature-template","{3}{B}{B}","Creature — Harpy","B","9c38b337-487c-4cef-843b-b0a2ed3f1b27","Shrike Harpy","oracle-id","true","legal","paper,mtgo"
"Shrill Howler // Howling Chorus","oracle-0147","true","certified","creature-template","{2}{G}","Creature — Werewolf Horror // Creature — Eldrazi Werewolf","G","30c3f88f-11d3-4b5f-8936-bab1c65bd693","Shrill Howler // Howling Chorus","oracle-id","true","legal","paper,mtgo"
"Shrine Steward","oracle-0119","true","certified","creature-template","{5}","Artifact Creature — Construct","","993a91fa-84ed-4688-9884-e03cbad6c791","Shrine Steward","oracle-id","true","legal","paper,mtgo,arena"
"Shrine of Boundless Growth","oracle-0159","true","certified","artifact-template","{3}","Artifact","","6047a38c-ec03-428d-9f4f-15d767f8176e","Shrine of Boundless Growth","oracle-id","true","legal","paper,mtgo"
"Shrine of Burning Rage","oracle-0159","true","certified","artifact-template","{2}","Artifact","","e2535383-79f5-4900-8dce-227b0b3650c4","Shrine of Burning Rage","oracle-id","true","legal","paper,mtgo"
"Shrine of Loyal Legions","oracle-0159","true","certified","artifact-template","{2}","Artifact","","9696ad3d-2e17-4ab7-88ee-3c56a632b7a8","Shrine of Loyal Legions","oracle-id","true","legal","paper,mtgo"
"Shrine of Piercing Vision","oracle-0159","true","certified","artifact-template","{2}","Artifact","","9017da9a-2cd5-42fe-a82d-63c34e952344","Shrine of Piercing Vision","oracle-id","true","legal","paper,mtgo"
"Shrine of the Forsaken Gods","oracle-0170","true","certified","land-mana-template","","Land","","8ea46945-d5ab-4209-b473-4769e7b8b962","Shrine of the Forsaken Gods","oracle-id","true","legal","paper,mtgo"
"Shrivel","oracle-0022","true","certified","spell-template","{1}{B}","Sorcery","B","1be478ee-87f3-4265-94d7-08521703c888","Shrivel","oracle-id","true","legal","paper,mtgo"
"Shroofus Sproutsire","oracle-0153","true","certified","creature-template","{2}{G}","Legendary Creature — Saproling","G","e0cebb09-d10d-4b70-96be-82df0e5d52d3","Shroofus Sproutsire","oracle-id","true","legal","paper"
"Shrouded Shepherd // Cleave Shadows","oracle-0119","true","certified","creature-template","{1}{W}","Creature — Spirit Warrior // Sorcery — Adventure","BW","de52b262-418e-418c-b2aa-8d5a776e3a75","Shrouded Shepherd // Cleave Shadows","oracle-id","true","legal","paper,arena,mtgo"
"Shroudstomper","oracle-0089","true","certified","creature-template","{3}{W}{W}{B}{B}","Creature — Elemental","BW","36415fe3-6bf3-4fec-909c-6c16584c44eb","Shroudstomper","oracle-id","true","legal","paper,mtgo,arena"
"Shu Defender","oracle-0042","true","certified","creature-template","{2}{W}","Creature — Human Soldier","W","0b6625cb-4177-45bd-ba99-2af43dfd6f46","Shu Defender","oracle-id","true","legal","paper"
"Shu Elite Infantry","oracle-0011","true","certified","vanilla","{3}{W}","Creature — Human Soldier","W","806b4f0c-f577-4d7f-b826-09e4479c314e","Shu Elite Infantry","oracle-id","true","legal","paper"
"Shu Farmer","oracle-0061","true","certified","creature-template","{1}{W}","Creature — Human","W","0d059577-0790-4033-b719-a74b6a62262e","Shu Farmer","oracle-id","true","legal","paper"
"Shu Foot Soldiers","oracle-0011","true","certified","vanilla","{2}{W}","Creature — Human Soldier","W","4d7ff9d5-dc06-4a70-a9c8-d6f88f02fd67","Shu Foot Soldiers","oracle-id","true","legal","paper"
"Shu Grain Caravan","oracle-0011","true","certified","creature-template","{2}{W}","Creature — Human Soldier","W","587e9f15-1d79-458f-a073-229b828b2393","Shu Grain Caravan","oracle-id","true","legal","paper"
"Shu Yun, the Silent Tempest","oracle-0142","true","certified","creature-template","{2}{U}","Legendary Creature — Human Monk","RUW","7b22f31c-9caa-4afd-8c44-f88346bfa79c","Shu Yun, the Silent Tempest","oracle-id","true","legal","paper,mtgo"
"Shuko","oracle-0022","true","certified","equipment-template","{1}","Artifact — Equipment","","8abe0577-8fdb-4e4a-a871-01b21732c961","Shuko","oracle-id","true","legal","paper,mtgo"
"Shuri's Fabricator","legacy","true","certified-legacy","manual","{4}","Artifact","","127f6985-c1f4-487f-b5ee-c84524cd6c55","Shuri's Fabricator","canonical-name","true","legal","paper,mtgo"
"Shuri, Vibranium Technologist","oracle-0142","true","certified","creature-template","{2}{W/U}","Legendary Creature — Human Artificer Hero","UW","94b2a7a6-9e9a-437f-9cde-111b1b02a68e","Shuri, Vibranium Technologist","oracle-id","true","legal","paper,mtgo,arena"
"Shuri, the Black Panther","legacy","true","certified-legacy","manual","{G}{W}","Legendary Creature — Human Noble Hero","WG","1ea7b298-be87-4032-9f45-37f9b39ce3fa","Shuri, the Black Panther","canonical-name","true","legal","paper,mtgo,arena"
"Sibsig Appraiser","oracle-0142","true","certified","creature-template","{2}{U}","Creature — Zombie Advisor","U","5b51958d-533a-45e4-aac1-3c157670978b","Sibsig Appraiser","oracle-id","true","legal","paper,arena,mtgo"
"Sibsig Host","oracle-0089","true","certified","creature-template","{4}{B}","Creature — Zombie","B","11776f73-f504-4f19-b5b6-2f58279f8b15","Sibsig Host","oracle-id","true","legal","paper,mtgo"
"Sibsig Icebreakers","oracle-0089","true","certified","creature-template","{2}{B}","Creature — Zombie","B","4880c976-b417-48e4-98a2-9e5a8da0d758","Sibsig Icebreakers","oracle-id","true","legal","paper,mtgo"
"Sibsig Muckdraggers","oracle-0042","true","certified","creature-template","{8}{B}","Creature — Zombie","B","423c1079-bdba-42fc-8732-59cb83ebafc3","Sibsig Muckdraggers","oracle-id","true","legal","paper,mtgo"
"Sicarian Infiltrator","oracle-0119","true","certified","creature-template","{2}{U}","Artifact Creature — Human Soldier","U","65db1ec4-70b9-45f9-a2c2-01f6c8e8fd89","Sicarian Infiltrator","oracle-id","true","legal","paper,mtgo"
"Sick and Tired","oracle-0142","true","certified","spell-template","{2}{B}","Instant","B","070d82db-0851-4f6d-8bf7-1a79c4c2cfee","Sick and Tired","oracle-id","true","legal","paper,mtgo"
"Sicken","oracle-0142","true","certified","aura-template","{B}","Enchantment — Aura","B","5208a5f2-eebe-4adc-8f29-543b60116817","Sicken","oracle-id","true","legal","paper,mtgo"
"Sickle Ripper","oracle-0011","true","certified","keyword-only","{1}{B}","Creature — Elemental Warrior","B","d097b223-c558-4592-abb9-44dc8eb52a61","Sickle Ripper","oracle-id","true","legal","paper,mtgo"
"Sickleslicer","oracle-0061","true","certified","equipment-template","{3}","Artifact — Equipment","","7a004a4b-b53b-4b8e-86f5-528c1082e146","Sickleslicer","oracle-id","true","legal","paper,mtgo"
"Sidar Kondo of Jamuraa","legacy","true","certified-legacy","manual","{2}{G}{W}","Legendary Creature — Human Knight","WG","331b6834-6bb4-40fa-b80b-22d67b34734f","Sidar Kondo of Jamuraa","canonical-name","true","legal","paper,mtgo"
"Sidewinder Naga","oracle-0119","true","certified","creature-template","{2}{G}","Creature — Snake Warrior","G","92247856-35a4-4c1d-90bc-fa0d28524ecd","Sidewinder Naga","oracle-id","true","legal","paper,mtgo"
"Sidisi's Faithful","oracle-0178","true","certified","creature-template","{U}","Creature — Snake Wizard","U","45de1caf-46c2-4acc-8be2-08e1840a3b98","Sidisi's Faithful","oracle-id","true","legal","paper,mtgo"
"Sidisi's Pet","oracle-0022","true","certified","creature-template","{3}{B}","Creature — Zombie Ape","B","9b183d76-1dee-4ecf-9226-e1aa600b1247","Sidisi's Pet","oracle-id","true","legal","paper,mtgo,arena"
"Sidisi, Brood Tyrant","oracle-0119","true","certified","creature-template","{1}{B}{G}{U}","Legendary Creature — Snake Shaman","BGU","3fad7072-21e3-446e-a28f-615038c8bfea","Sidisi, Brood Tyrant","oracle-id","true","legal","paper,mtgo"
"Sidisi, Undead Vizier","oracle-0177","true","certified","creature-template","{3}{B}{B}","Legendary Creature — Zombie Snake","B","3406db41-6b95-48fc-b58e-4476220fd34d","Sidisi, Undead Vizier","oracle-id","true","legal","paper,mtgo"
"Siege Mastodon","oracle-0011","true","certified","vanilla","{4}{W}","Creature — Elephant","W","b4c404d8-9f2d-4429-ac36-449ae319abb7","Siege Mastodon","oracle-id","true","legal","arena,paper,mtgo"
"Siege Rhino","oracle-0042","true","certified","creature-template","{1}{W}{B}{G}","Creature — Rhino","BGW","e1087ce2-e3c2-4ab1-bd08-1dc9ab70f12f","Siege Rhino","oracle-id","true","legal","paper,mtgo,arena"
"Siege Smash","oracle-0119","true","certified","spell-template","{1}{R}","Instant","R","4e07d30a-d29a-49bc-ab49-41ea4116a18c","Siege Smash","oracle-id","true","legal","paper,mtgo,arena"
"Siege Veteran","oracle-0089","true","certified","creature-template","{2}{W}","Creature — Human Soldier","W","4d4fc571-a859-4460-a3c7-3f76a671ab1b","Siege Veteran","oracle-id","true","legal","paper,arena,mtgo"
"Siege Wurm","oracle-0022","true","certified","creature-template","{5}{G}{G}","Creature — Wurm","G","8a802eae-abfb-47fd-8458-1689055531ef","Siege Wurm","oracle-id","true","legal","paper,mtgo"
"Siege Zombie","oracle-0119","true","certified","creature-template","{1}{B}","Creature — Zombie","B","a7756bc2-26ce-4044-a322-a898af8a393d","Siege Zombie","oracle-id","true","legal","paper,mtgo"
"Siege of Towers","oracle-0119","true","certified","spell-template","{1}{R}","Sorcery","R","d8eb0897-0d2f-4f2d-a09b-87d57d5a0fa9","Siege of Towers","oracle-id","true","legal","paper,mtgo"
"Siege-Gang Commander","legacy","true","certified-legacy","manual","{3}{R}{R}","Creature — Goblin","R","ddc7f59a-bbb1-4ba1-82c8-6813fd191940","Siege-Gang Commander","canonical-name","true","legal","paper"
"Siegebreaker Giant","oracle-0042","true","certified","creature-template","{3}{R}{R}","Creature — Giant Warrior","R","fcd281e3-f336-449f-a887-4b98dc14dfe7","Siegebreaker Giant","oracle-id","true","legal","arena,paper,mtgo"
"Siegecraft","oracle-0022","true","certified","aura-template","{3}{W}","Enchantment — Aura","W","a49a9418-72d1-4ab1-89d9-a1f65ae23d35","Siegecraft","oracle-id","true","legal","paper,mtgo,arena"
"Siegehorn Ceratops","oracle-0089","true","certified","creature-template","{G}{W}","Creature — Dinosaur","GW","f7730e2e-aa62-40e7-836d-e6ddb6893816","Siegehorn Ceratops","oracle-id","true","legal","arena,paper,mtgo"
"Siegfried, Famed Swordsman","oracle-0119","true","certified","creature-template","{3}{B}","Legendary Creature — Human Warrior Rogue","B","a7cac6c3-cbb1-41f4-905d-2eb581e8e2e0","Siegfried, Famed Swordsman","oracle-id","true","legal","paper,mtgo"
"Sierra, Nuka's Biggest Fan","oracle-0153","true","certified","creature-template","{3}{W}","Legendary Creature — Human Citizen","W","e4fb15b6-02bb-4923-953a-69784ca780b8","Sierra, Nuka's Biggest Fan","oracle-id","true","legal","paper,mtgo"
"Sif's Spearmaster","oracle-0089","true","certified","creature-template","{2}{R}","Creature — God Warrior Hero","R","9ae33bde-ccc9-40e2-9957-05cd9725f8cf","Sif's Spearmaster","oracle-id","true","legal","paper,mtgo,arena"
