"name","oracle_id","mana_cost","type_line","color_identity","layout","status","reason","semantic_class"
"Storvald, Frost Giant Jarl","5d7802a7-df6e-47fb-9065-c7461ea24a19","{4}{G}{W}{U}","Legendary Creature — Giant","GUW","normal","deferred","oracle-needs-explicit-semantics",""
"Story Circle","7071aee8-b5ca-4be5-9ba0-2df7e3af303b","{1}{W}{W}","Enchantment","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Storybook Ride","53032819-917e-4777-b37f-7cc1ac196940","","Artifact — Attraction","","normal","deferred","noncreature-needs-explicit-semantics",""
"Storyweave","94389047-4976-4be2-aaca-25dcdc538abe","{2}{G}","Instant","G","normal","deferred","spell-needs-explicit-semantics",""
"Strago and Relm","316e7c28-2b7a-40ae-961b-909644109fe4","{2}{R}","Legendary Creature — Human Wizard","R","normal","deferred","oracle-needs-explicit-semantics",""
"Strange Inversion","540f8779-cf29-4582-8b7f-95ebcae92925","{2}{R}","Instant — Arcane","R","normal","deferred","spell-needs-explicit-semantics",""
"Stranglehold","b66c6e3a-daed-43a3-95d6-4f9d6223bbf1","{3}{R}","Enchantment","R","normal","deferred","noncreature-needs-explicit-semantics",""
"Strata Scythe","a500b724-bf28-47a3-b434-6efdebbcc04c","{3}","Artifact — Equipment","","normal","deferred","noncreature-needs-explicit-semantics",""
"Strategic Betrayal","0127c13f-7b0f-44c3-8b35-97f306c5f239","{1}{B}","Sorcery","B","normal","deferred","spell-needs-explicit-semantics",""
"Strax, Sontaran Nurse","ffde2558-2168-4b40-a31a-86d160bdb289","{3}{R}{G}","Legendary Creature — Alien Cleric","GR","normal","deferred","oracle-needs-explicit-semantics",""
"Streaking Oilgorger","c163a95e-9414-4b8c-b5a2-1e7674530404","{4}{B}","Creature — Vampire","B","normal","deferred","oracle-needs-explicit-semantics",""
"Stream of Consciousness","9013214f-c066-4a09-871f-e9f8396f38a4","{1}{U}","Instant — Arcane","U","normal","deferred","spell-needs-explicit-semantics",""
"Stream of Thought","e5b29094-0bb4-4c18-ad47-dce4d4379a4f","{U}","Sorcery","U","normal","deferred","spell-needs-explicit-semantics",""
"Street Savvy","5d13386e-faac-4440-96c3-11c60872ceec","{G}","Enchantment — Aura","G","normal","deferred","noncreature-needs-explicit-semantics",""
"Street Sweeper","613d1a33-9fe5-48db-8277-955a055a787e","{6}","Artifact Creature — Construct","","normal","deferred","oracle-needs-explicit-semantics",""
"Street Urchin","f52759f9-7aa5-4493-8fe3-7be9ec340dde","{1}{R}","Legendary Enchantment — Background","R","normal","deferred","noncreature-needs-explicit-semantics",""
"Streetwise Negotiator","74b631c5-9420-496e-8845-3b050d3d5340","{1}{G}","Creature — Cat Citizen","G","normal","deferred","backup-grant-needs-semantics",""
"Strefan, Maurer Progenitor","3cc745d2-5021-43ff-ace8-35011011e62a","{2}{B}{R}","Legendary Creature — Vampire Noble","BR","normal","deferred","oracle-needs-explicit-semantics",""
"Strength of Solidarity","f903b76f-d405-427a-b115-5066eb311e10","{G}","Sorcery","G","normal","deferred","spell-needs-explicit-semantics",""
"Strength of the Tajuru","132401fb-6754-4190-9c85-1e57e7f63ed6","{X}{G}{G}","Instant","G","normal","deferred","spell-needs-explicit-semantics",""
"Strength-Testing Hammer","4548d471-e78a-473e-84d4-cd2af64c9d28","{1}","Artifact — Equipment","","normal","deferred","noncreature-needs-explicit-semantics",""
"Strict Proctor","b967870d-9773-4ad5-bf06-c3be5465dab9","{1}{W}","Creature — Spirit Cleric","W","normal","deferred","oracle-needs-explicit-semantics",""
"Stridehangar Automaton","9070c98b-fd01-4eeb-a4ec-fc464946c7c0","{3}","Artifact Creature — Construct","","normal","deferred","oracle-needs-explicit-semantics",""
"Strider, Ranger of the North","118f2cb6-2af9-4acc-b386-a8e8dded5793","{2}{R}{G}","Legendary Creature — Human Ranger","GR","normal","deferred","oracle-needs-explicit-semantics",""
"Strife Scholar // Awaken the Ages","e85c6bd2-db15-4052-88c0-3ae25414f0ca","{2}{R} // {5}{R}","Creature — Orc Sorcerer // Sorcery","R","prepare","deferred","unsupported-mana-cost",""
"String of Disappearances","23985249-c54e-4bfa-b69a-512422a46a77","{U}","Instant","U","normal","deferred","spell-needs-explicit-semantics",""
"Strip Bare","957e8ded-90e7-4bc6-98c1-eb6af1fd0ce5","{W}","Instant","W","normal","deferred","spell-needs-explicit-semantics",""
"Strixhaven Stadium","2ed0c6fc-b8b4-47da-a04b-1d995bdeecb0","{3}","Artifact","","normal","deferred","noncreature-needs-explicit-semantics",""
"Stromgald Spy","b7aa0625-c691-4219-b099-3798b349d09c","{3}{B}","Creature — Human Rogue","B","normal","deferred","oracle-needs-explicit-semantics",""
"Strong Back","097992a9-7b88-4c3f-8191-1ff10a4a735d","{2}{G}","Enchantment — Aura","G","normal","deferred","noncreature-needs-explicit-semantics",""
"Strong, the Brutish Thespian","f0ef48e1-c3d7-4ce2-8f7c-653342778cae","{4}{G}{G}","Legendary Creature — Mutant Berserker","G","normal","deferred","oracle-needs-explicit-semantics",""
"Strongarm Tactics","04ec6f72-8b7e-487b-b075-84276cd6ecfd","{1}{B}","Sorcery","B","normal","deferred","spell-needs-explicit-semantics",""
"Strongbox Raider","ba5a2689-3578-4b1a-99d6-6b6d2356330e","{2}{R}{R}","Creature — Orc Pirate","R","normal","deferred","oracle-needs-explicit-semantics",""
"Stronghold Arena","7dabd64c-8d0b-4e56-b6be-5651c9e985c5","{1}{B}","Enchantment","BGW","normal","deferred","noncreature-needs-explicit-semantics",""
"Stronghold Gambit","797bb53d-b111-41fe-95d7-64cb0f833b22","{1}{R}","Sorcery","R","normal","deferred","spell-needs-explicit-semantics",""
"Structural Assault","23cf22fe-483f-4841-882e-e1513bb1d495","{3}{R}{R}","Sorcery","R","normal","deferred","spell-needs-explicit-semantics",""
"Structural Collapse","de97ec82-d09d-440e-8c7d-a3f0fb552418","{5}{R}","Sorcery","R","normal","deferred","spell-needs-explicit-semantics",""
"Struggle for Project Purity","5958e9e3-9457-48e1-afc1-a5c89e3b0ed0","{3}{U}","Enchantment","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Struggle for Sanity","5c0f63ad-4bb1-479e-9760-5421265da40b","{2}{B}{B}","Sorcery","B","normal","deferred","spell-needs-explicit-semantics",""
"Stubborn Burrowfiend","24bc7bd5-f262-45a2-8e94-377fef2ba5d5","{1}{G}","Creature — Badger Beast Mount","G","normal","deferred","oracle-needs-explicit-semantics",""
"Stubborn Denial","3adc3af3-5086-4d61-b38c-c1dddeaeebe6","{U}","Instant","U","normal","deferred","spell-needs-explicit-semantics",""
"Student of Elements // Tobita, Master of Winds","59eab251-af80-4091-98de-9ed413c14cdc","{1}{U}","Creature — Human Wizard // Legendary Creature — Human Wizard","U","flip","deferred","complex-layout",""
"Studious First-Year // Rampant Growth","58b0c737-0a84-4f9a-b3b7-300c5de43874","{G} // {1}{G}","Creature — Bear Wizard // Sorcery","G","prepare","deferred","unsupported-mana-cost",""
"Stuffy Doll","499dceab-1890-49c8-b35d-b059a1dc950f","{5}","Artifact Creature — Construct","","normal","deferred","oracle-needs-explicit-semantics",""
"Stumpsquall Hydra","9b157b9a-92da-4054-8441-04fb4e415d77","{X}{G}{G}{G}","Creature — Hydra","G","normal","deferred","oracle-needs-explicit-semantics",""
"Stunning Reversal","3db00947-d568-45d7-82cd-b54b4fcb1312","{3}{B}","Instant","B","normal","deferred","spell-needs-explicit-semantics",""
"Stunning Strike","139574fd-c61b-4615-9200-59f2c65f5703","{2}{U}","Enchantment — Aura","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Su-Chi Cave Guard","28264920-9d14-4661-83b8-56f950fbff39","{8}","Artifact Creature — Construct","","normal","deferred","oracle-needs-explicit-semantics",""
"Subdue","81bac4b8-277b-415a-9064-a80a68fd7051","{G}","Instant","G","normal","deferred","spell-needs-explicit-semantics",""
"Subira, Tulzidi Caravanner","9e2e3272-d4e1-4329-b1d2-f393b3511b82","{2}{R}","Legendary Creature — Human Shaman","R","normal","deferred","oracle-needs-explicit-semantics",""
"Subjugate the Hobbits","eb56141a-eb43-40e9-8ff1-e0ef5424f6a4","{5}{U}{U}","Sorcery","U","normal","deferred","spell-needs-explicit-semantics",""
"Sublime Archangel","b5479c97-df19-49c7-b305-7a0336fd1cb3","{2}{W}{W}","Creature — Angel","W","normal","deferred","oracle-needs-explicit-semantics",""
"Sublime Exhalation","9e0c66e9-7d2b-46bd-890e-886d0c029d1d","{6}{W}","Sorcery","W","normal","deferred","spell-needs-explicit-semantics",""
"Subterranean Schooner","7f82bae3-feaa-4967-a843-32a4f72806d5","{1}{U}","Artifact — Vehicle","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Subtlety","377179d5-ac83-4d34-b5b1-f3d8caa60f79","{2}{U}{U}","Creature — Elemental Incarnation","U","normal","deferred","oracle-needs-explicit-semantics",""
"Sudden Demise","b34b5b3f-7f17-4292-814e-634408a5d7a5","{X}{R}","Sorcery","R","normal","deferred","spell-needs-explicit-semantics",""
"Sudden Insight","8e0b605f-2095-4189-8c71-9d1ac93db42e","{4}{U}{U}","Instant","U","normal","deferred","spell-needs-explicit-semantics",""
"Sudden Reclamation","c34dec60-031a-4cd3-b2e5-db7a02a34d96","{3}{G}","Instant","G","normal","deferred","spell-needs-explicit-semantics",""
"Sudden Salvation","a5b0f351-5536-41ec-aa09-1e5344a0effb","{2}{W}{W}","Instant","W","normal","deferred","spell-needs-explicit-semantics",""
"Sudden Setback","565ba85c-bad8-4cbd-a2ff-b4384b886308","{2}{U}{U}","Instant","U","normal","deferred","spell-needs-explicit-semantics",""
"Sudden Substitution","e5ddacfb-e5a8-4885-a4c9-fa117f321293","{2}{U}{U}","Instant","U","normal","deferred","spell-needs-explicit-semantics",""
"Suffer the Past","edf46ef0-159d-4f0b-ae14-14e0c8446382","{X}{B}","Instant","B","normal","deferred","spell-needs-explicit-semantics",""
"Suffocation","57aeb106-dc4f-4069-b596-f997263dc0cf","{1}{U}","Instant","U","normal","deferred","spell-needs-explicit-semantics",""
"Sugar Coat","1caa8c8a-ff45-4eee-a834-6e5e1fb54721","{2}{U}","Enchantment — Aura","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Suicidal Charge","7b052ce1-ee82-4335-bc1d-9563bc59b948","{3}{B}{R}","Enchantment","BR","normal","deferred","noncreature-needs-explicit-semantics",""
"Suleiman's Legacy","9888d67d-fcad-427f-8ba7-b6d421b3d88e","{R}{W}","Enchantment","RW","normal","deferred","noncreature-needs-explicit-semantics",""
"Sulfur Elemental","60e6a140-c7fb-4fbe-bd74-6bbb925080e7","{2}{R}","Creature — Elemental","R","normal","deferred","oracle-needs-explicit-semantics",""
"Sulfuric Vortex","7652f328-e142-494b-a869-772ced10c26a","{1}{R}{R}","Enchantment","R","normal","deferred","noncreature-needs-explicit-semantics",""
"Sumala Sentry","6b869c33-a77c-4eb7-9df9-9815d70f7444","{G}{W}","Creature — Elf Archer","GW","normal","deferred","oracle-needs-explicit-semantics",""
"Summary Dismissal","f69d65e0-4d8a-4e27-b4dd-dd8c50acb8eb","{2}{U}{U}","Instant","U","normal","deferred","spell-needs-explicit-semantics",""
"Summer Bloom","e5df4597-1647-4ac2-bdb3-a517598d1431","{1}{G}","Sorcery","G","normal","deferred","spell-needs-explicit-semantics",""
"Summon the School","00909d51-3da8-41eb-a535-0c325fedc59f","{3}{W}","Kindred Sorcery — Merfolk","W","normal","deferred","spell-needs-explicit-semantics",""
"Summon: Anima","0990e57f-279e-4348-a049-e06187cc38d4","{4}{B}{B}","Enchantment Creature — Saga Horror","B","saga","deferred","saga-chapter-needs-complete-semantics",""
"Summon: Brynhildr","bab5e9ce-6d55-4d1e-a9ac-c2b954191be9","{1}{R}","Enchantment Creature — Saga Knight","R","saga","deferred","saga-chapter-needs-complete-semantics",""
"Summon: Esper Valigarmanda","cecd2f49-8ccb-472d-9cf1-fd0f4d93546d","{3}{R}","Enchantment Creature — Saga Drake","R","saga","deferred","saga-chapter-needs-complete-semantics",""
"Summon: Fat Chocobo","b5d2f8e7-89d3-4015-ab99-ba4d66918e37","{4}{G}","Enchantment Creature — Saga Bird","G","saga","deferred","saga-chapter-needs-complete-semantics",""
"Summon: Fenrir","3509171e-8d7d-4e9e-97a1-58e6c7d225ed","{2}{G}","Enchantment Creature — Saga Wolf","G","saga","deferred","saga-chapter-needs-complete-semantics",""
"Summon: G.F. Cerberus","b6b22bac-853a-45a8-a74d-9904ec2b34fd","{2}{R}{R}","Enchantment Creature — Saga Dog","R","saga","deferred","saga-chapter-needs-complete-semantics",""
"Summon: Ixion","1ccb8122-9135-4b8d-b1d1-18997fd7e9d2","{2}{W}","Enchantment Creature — Saga Unicorn","W","saga","deferred","saga-chapter-needs-complete-semantics",""
"Summon: Knights of Round","73122880-d7f4-422f-a336-18773bcb7bfe","{6}{W}{W}","Enchantment Creature — Saga Knight","W","saga","deferred","saga-chapter-needs-complete-semantics",""
"Summon: Leviathan","b38d1811-64d7-4a35-a86c-3291eecd8391","{4}{U}{U}","Enchantment Creature — Saga Leviathan","U","saga","deferred","saga-chapter-needs-complete-semantics",""
"Summon: Magus Sisters","06f11ff8-cc99-411d-b00b-464ba4b7b87d","{4}{G}","Enchantment Creature — Saga Faerie","G","saga","deferred","saga-chapter-needs-complete-semantics",""
"Summon: Primal Odin","032f59c3-9f47-4db3-a43c-065a99ed7efe","{4}{B}{B}","Enchantment Creature — Saga Knight","B","saga","deferred","saga-chapter-needs-complete-semantics",""
"Summon: Valefor","67d29e56-9ca8-46bc-9ee0-20184e867ce4","{4}{U}","Enchantment Creature — Saga Drake","U","saga","deferred","saga-chapter-needs-complete-semantics",""
"Summon: Yojimbo","ff70d743-280e-476f-a3b8-92026419419d","{3}{W}","Enchantment Creature — Saga Samurai","W","saga","deferred","saga-chapter-needs-complete-semantics",""
"Summoner's Egg","2209ebd4-1131-4b8e-b0f5-aa9506dc0057","{4}","Artifact Creature — Egg","","normal","deferred","oracle-needs-explicit-semantics",""
"Summoner's Grimoire","d4453b3e-733e-4038-81da-135a6a03079c","{3}{G}","Artifact — Book Equipment","G","normal","deferred","noncreature-needs-explicit-semantics",""
"Summoner's Pact","782dcbc4-5a11-42f5-b8d9-4572e36d45b3","{0}","Instant","G","normal","deferred","spell-needs-explicit-semantics",""
"Summoner's Sending","46b01055-4839-4b95-aa53-b954e9669e03","{1}{W}","Enchantment","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Summoning Trap","2faa8dc1-0370-458c-9aef-44f81a9b5cd5","{4}{G}{G}","Instant — Trap","G","normal","deferred","spell-needs-explicit-semantics",""
"Summons of Saruman","aede5485-7b8c-4e29-a3a4-9a3513dc733f","{X}{U}{R}","Sorcery","RU","normal","deferred","spell-needs-explicit-semantics",""
"Sun Clasp","cb8f5ee4-285a-4c37-adcb-514b3e4bdad3","{1}{W}","Enchantment — Aura","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Sun's Bounty","5c15d9b1-5ec7-4476-a3e6-539d899a9957","{1}{W}","Instant","W","normal","deferred","spell-needs-explicit-semantics",""
"Sun-Blessed Guardian // Furnace-Blessed Conqueror","0b34581e-66df-4e2f-91fb-dddba632d203","","Creature — Human Cleric // Creature — Phyrexian Cleric","RW","transform","deferred","double-faced-card-needs-complete-back-semantics",""
"Sunbird Standard // Sunbird Effigy","c69742bf-f0f5-4216-a602-c21f9c5a6501","","Artifact // Artifact Creature — Bird Construct","","transform","deferred","double-faced-card-needs-complete-front-semantics",""
"Suncleanser","437661f7-a32f-45c9-a006-05a1e38ee8d9","{1}{W}","Creature — Human Cleric","W","normal","deferred","oracle-needs-explicit-semantics",""
"Sunder the Gateway","88d49309-e7d7-486d-8696-cd66bec2fe33","{1}{W}","Sorcery","W","normal","deferred","spell-needs-explicit-semantics",""
"Sundering Archaic","b095526e-94a4-416b-83de-d6271804ccf3","{6}","Creature — Avatar","","normal","deferred","oracle-needs-explicit-semantics",""
"Sundering Stroke","9c348bc7-e6e1-40a2-9798-6d2c4a2d8e72","{6}{R}","Sorcery","R","normal","deferred","spell-needs-explicit-semantics",""
"Sundial of the Infinite","79d46e09-2548-440f-9c02-3c3dc39a0cd1","{2}","Artifact","","normal","deferred","noncreature-needs-explicit-semantics",""
"Sunfall","fb3f5097-0da0-458c-8508-60823567e2da","{3}{W}{W}","Sorcery","W","normal","deferred","spell-needs-explicit-semantics",""
"Sunfire Torch","d2da26d6-b0f7-4af0-9ce8-fb8d82fe2d85","{R}","Artifact — Equipment","R","normal","deferred","noncreature-needs-explicit-semantics",""
"Sunforger","d1421070-a3cc-4af3-bf91-0f97372f4161","{3}","Artifact — Equipment","RW","normal","deferred","noncreature-needs-explicit-semantics",""
"Sunglasses of Urza","eea64b1f-d6a9-4f72-8612-efab4b124b63","{3}","Artifact","","normal","deferred","noncreature-needs-explicit-semantics",""
"Sungold Sentinel","410f5067-3380-4afb-9881-4b3bf0268493","{1}{W}","Creature — Human Soldier","W","normal","deferred","oracle-needs-explicit-semantics",""
"Sunken Hope","1820b6e9-83fd-40b9-953e-ba1a8ae69614","{3}{U}{U}","Enchantment","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Sunken Palace","c098c507-5154-423a-a70b-f6dfd4959cf6","","Land — Cave","U","normal","deferred","land-needs-explicit-semantics",""
"Sunpearl Kirin","f17b9356-a329-4f89-b690-afc2eaff4977","{1}{W}","Creature — Kirin","W","normal","deferred","oracle-needs-explicit-semantics",""
"Sunrise Cavalier","0718ea67-ced3-46bc-9164-8841e6bd73ae","{1}{R}{W}","Creature — Human Knight","RW","normal","deferred","oracle-needs-explicit-semantics",""
"Sunscape Battlemage","c8fd2232-e499-4889-a2ca-e486ea87d02b","{2}{W}","Creature — Human Wizard","GUW","normal","deferred","oracle-needs-explicit-semantics",""
"Sunspine Lynx","479adf64-f42c-4cb6-bf25-648c044bca8b","{2}{R}{R}","Creature — Elemental Cat","R","normal","deferred","oracle-needs-explicit-semantics",""
"Sunstreak Phoenix","94f14f42-ea66-4432-81cc-667ad62a4497","{2}{R}{R}","Creature — Phoenix","R","normal","deferred","oracle-needs-explicit-semantics",""
"Super Intelligence","d82929f2-57ad-45be-a834-984437046026","{U}","Enchantment — Aura","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Super State","ab2dfe99-bd77-44d7-92be-81643ea901f0","{7}","Legendary Enchantment — Aura","","normal","deferred","noncreature-needs-explicit-semantics",""
"Super Strength","e1b577ad-1488-43b5-83d9-e40bd60c74be","{4}{G}","Enchantment — Aura","G","normal","deferred","noncreature-needs-explicit-semantics",""
"Super-Adaptoid","f93fa6ec-1f13-4109-aa60-11e148f7ba88","{2}","Legendary Artifact Creature — Robot Villain","","normal","deferred","oracle-needs-explicit-semantics",""
"Super-Soldier Serum","6f2ba142-5e7c-4709-ae03-e028cb2a9872","{1}{W}","Enchantment — Aura","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Superior Numbers","b98177b5-599f-41b0-aa1e-4769d7005bbd","{G}{G}","Sorcery","G","normal","deferred","spell-needs-explicit-semantics",""
"Superior Spider-Man","636cc915-9d1b-4ffe-9e74-795b78663911","{2}{U}{B}","Legendary Creature — Spider Human Hero","BU","normal","deferred","oracle-needs-explicit-semantics",""
"Supernatural Rescue","a77510ef-baf0-4cc5-b659-6aaaed0b02f4","{3}{W}","Enchantment — Aura","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Supper for Spiders","4d891515-39da-492e-ac19-1aa524245449","{1}{B}","Instant","B","normal","deferred","spell-needs-explicit-semantics",""
"Suppress","b39651ad-1c05-45f8-b036-536c4d7324c0","{2}{B}","Sorcery","B","normal","deferred","spell-needs-explicit-semantics",""
